reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
aa1529d0-6b78-473b-a2b9-86303c8d1a1e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"sinyal jelek dikit ga bisa ngedit, terus terlalu banyak iklan",1,1,13.9.0,2025-03-27 13:40:28,,,13.9.0
8d351e38-6174-4139-aac4-83585048ff90,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat Bagus 👍☺️,5,0,,2025-03-27 13:37:56,,,
26baf9e6-2f74-4068-b492-41c78f4ab708,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"keren, sayang nya banyak yg pro dlu mah enggak+ berbayar",5,0,11.5.0,2025-03-27 13:36:59,,,11.5.0
279a0887-84e4-4f33-8b15-748a463e6e2c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat bgus,5,0,13.3.0,2025-03-27 13:36:05,,,13.3.0
840a6368-9252-483e-977a-80dadc39f9ac,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"saya lagi download tiba tiba ini kok bug pas download,tiba tiba aja pas Donload mundur terus pas Donload angka nya aja beda malah mundur saya kasi rangking 4 ya maaf ya kal capcut",4,2,13.9.0,2025-03-27 13:33:00,,,13.9.0
b849f699-1f09-4caa-a055-3e528ca11b29,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"banyak iklan,hal ini cenderung membuat pengguna meninggalkan aplikasi ini iklan yang memaksa dan durasi yang panjang capcut yang dulu sangat lah di gemari para pengguna editor karena simpel dan sedikit iklan",1,1,,2025-03-27 13:32:51,,,
fc18fe28-74f7-4cd9-a994-7fcedb8e5224,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Saya suka banget,5,0,,2025-03-27 13:30:32,,,
c5a3133e-5290-479c-b609-3d95bc18ef2d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ʙᴀɢᴜs ʙᴀɴɢᴇᴛ,5,0,,2025-03-27 13:28:54,,,
ef736571-88ca-4c76-99ca-c19e254733f1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Oke langsung bagus,5,0,13.9.0,2025-03-27 13:23:17,,,13.9.0
939f73e6-e757-4fae-84e9-5aedcc5a2181,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sekarang ko aga susah aku buka apl ini ya.....😔iklan nya bnyakkkkk bgt,3,0,,2025-03-27 13:22:12,,,
b062cc9c-17ad-4676-8ee7-08552ebe139a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus and canggih,5,0,11.6.0,2025-03-27 13:21:39,,,11.6.0
fbddd929-0b79-4dd8-8493-f8807f808202,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,saya heran dulu tuh pas mau edit vidio itu gratis dulu nya pas sekarang nya tuh pas mau ngedit dia disuruh bayar trus aku udah kesel padahal saldo uang kuh gak ada gratis nya tu selama selamanya harus nanti ku kasih bintang 5 kalo gratis kalo masih enggak saya kasih bintang 1,1,1,13.9.0,2025-03-27 13:18:11,,,13.9.0
653ad82b-1b66-4503-9a06-54709afc1b2b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,BAGUS BANGET COO BISA EDIT BEOMJIN GUAA,5,0,12.9.0,2025-03-27 13:17:12,,,12.9.0
8a38c214-7ed9-4e65-b113-1cdf17ca1396,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus bangett,5,0,13.7.0,2025-03-27 13:16:25,,,13.7.0
9fb3c60b-4f26-4dc4-a4fa-7a1a3fd0e884,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,terlalu bnyk yg premium.,1,1,13.8.1,2025-03-27 13:14:48,,,13.8.1
9f0332c7-8e8b-4461-835b-9da1cf6bdebb,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,untuk ngedit pass mantappp,5,0,,2025-03-27 13:13:43,,,
ca29c384-bf70-4f0d-82ed-d223f25d9b6a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat bagus,5,0,13.6.0,2025-03-27 13:11:37,,,13.6.0
9b9d3930-65a1-47fc-a5f1-1eed69efb975,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,banyak bug di video yang hasil edit sendiri.,1,1,13.9.0,2025-03-27 13:09:39,,,13.9.0
e5cf4649-8e4e-469a-8004-336599f52668,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat bagus,5,0,,2025-03-27 13:06:12,,,
4a9cfa7c-3634-4ba0-84c9-0fe5fda50c3b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,saya suka,5,0,13.7.0,2025-03-27 13:05:39,,,13.7.0
7b581fcf-efc8-4af8-bad1-48b05628ca34,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I really like this but there's too much pro even tho there's some are not pro but I am just gonna give this 3 stars,3,1,13.9.0,2025-03-27 13:04:28,,,13.9.0
e2b53536-a352-43c8-910e-697da537d388,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,pro smuaa,4,0,,2025-03-27 13:03:15,,,
dd102603-cf2e-4aaa-ad51-958af58ebc8c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus banget tapi kaya aku hp Vivo gak bisa ke download,5,0,,2025-03-27 13:02:45,,,
ca672284-c205-4e88-b086-df70adf2006c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,𝚊𝚙𝚕𝚒𝚔𝚊𝚜𝚒 𝚒𝚗𝚒 𝚜𝚊𝚗𝚐𝚊𝚝 𝚖𝚎𝚖𝚋𝚊𝚗𝚝𝚞 𝚔𝚞 𝚊𝚔𝚞 𝚖𝚎𝚗𝚢𝚞𝚔𝚊𝚒𝚗𝚢𝚊,5,0,,2025-03-27 12:59:44,,,
8e12f5e6-ce5d-48cc-9fc9-dd4bacad17de,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,wow,5,0,,2025-03-27 12:57:48,,,
31fbe78a-7592-42af-9923-110d8e5c2e18,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasi ini sangat bagus,5,0,13.7.0,2025-03-27 12:56:06,,,13.7.0
ce32328e-a92e-4fbb-a747-638e69f242c4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat cocok buat saya editing ditambah ada template yang mempermudah saya ngediting,5,0,,2025-03-27 12:53:46,,,
d4a58742-fd79-46f7-9d0f-b692dc5ff6d4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"dikit dikit premium, taun depan paling login google harus bayar 3k🤭",3,0,,2025-03-27 12:53:44,,,
99b820e0-7fb3-4767-b08b-ee77dbe2b0e3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sumpah ini capcut jadi pro capcut kebelet ummroh,1,1,13.9.0,2025-03-27 12:51:29,,,13.9.0
913e97ff-6c6a-4207-831d-cdcaeb2f28ae,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus,5,1,,2025-03-27 12:51:13,,,
fac5d5eb-02fb-44b2-999d-aa72b06f0547,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"lemot pisan ah,,",3,0,,2025-03-27 12:49:15,,,
f8a3314c-30a2-4e5d-9a1c-c0c171caea83,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ngeleg,1,1,,2025-03-27 12:47:54,,,
bb0b12c1-c14b-438e-b15f-a71137ac6340,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,capcut nya seru dan bermanfaat,5,0,,2025-03-27 12:47:44,,,
0973a6a0-feeb-4671-94e1-28bf06342013,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasi ini sangat bagussssssss,5,0,,2025-03-27 12:47:12,,,
60cccac1-ff66-41cd-a528-9b63a22ffcfb,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ilovyu,5,0,13.9.0,2025-03-27 12:44:24,,,13.9.0
acca0b26-488a-41ff-b459-62fd95e1ca9a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus sih cuma aku mah ga suka kalo banyak iklan teh,3,0,,2025-03-27 12:42:36,,,
0fac6cde-17fa-46b7-8363-68c0d7982629,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,keren,5,0,13.9.0,2025-03-27 12:40:15,,,13.9.0
4d8ab9db-cb28-41df-9bda-8810ede3c22f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat membantu saya untuk mengedit suatu video,5,0,13.9.0,2025-03-27 12:34:22,,,13.9.0
3aeba415-2118-419d-a91a-73af4376be8a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kenapa waktu mau edit video nya gabisa malah langsung kembali ke layar awal,5,0,13.4.0,2025-03-27 12:31:51,,,13.4.0
d3c50fb9-e80e-4dd2-b3a7-14c986979828,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat baik,5,0,13.7.0,2025-03-27 12:30:25,,,13.7.0
9ff87dee-8569-45a5-8891-f7a8ee76d642,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Suka, lebih mudah buat edit video 👍🏻👍🏻",4,0,11.9.0,2025-03-27 12:28:22,,,11.9.0
a633e313-dc7b-499c-a625-d34b2191be65,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,cukup menarik,5,0,,2025-03-27 12:25:59,,,
b4da8d81-432d-4cc1-8011-da6f3be36cec,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"mantap euy aplikasi nya yg tadi nya gak bisa edit edit sekarang bisa edit dengan baik dan bagus, lagunya juga rame geeasss🥰",5,1,13.9.0,2025-03-27 12:25:38,,,13.9.0
ef4ba3c4-74fb-4eb1-b957-18c8ef49e1ae,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat bsgus,5,0,,2025-03-27 12:18:20,,,
902d1aeb-e347-4339-833d-7d926c8030d9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Saya sangat suka aplikasi ini,5,0,8.5.1,2025-03-27 12:13:22,,,8.5.1
9cb0954f-4709-4b1f-a218-3275d9100258,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"banyakk iklan,buatt hp ngeleg",2,1,8.9.0,2025-03-27 12:03:26,,,8.9.0
940b7439-8eb3-49ed-b039-2781fa25da4e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasi gajelas suka eror suka stak,1,1,13.9.0,2025-03-27 11:58:51,,,13.9.0
dfa11c44-ac83-4ce4-8d33-b475997afc14,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,haduu sekarang semakin berat di hp gk bisa kebuka,2,1,13.9.0,2025-03-27 11:58:24,,,13.9.0
5123658f-20bc-40db-9367-d7e834e12579,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Apk nya baguss sekali tapi sejak di update jadi kyk ngelag gitu dan pas aku mau ngedit kebanyakan pro semua tolong ya fitur pro nya di sedikit kan jadi kalau ngedit gampang dan mudahh oky👍👍,5,0,,2025-03-27 11:54:31,,,
7932f12a-56d3-4afb-bec9-02dc20cf40fa,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,dasar aplikasi yang gak bisa di pake untuk hp kentang jangan download aplikasi ini bikin hp lu matot,1,1,13.9.0,2025-03-27 11:51:35,,,13.9.0
00e48802-d531-4f68-8908-146c0fb6c91f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"sagattt bguusss ,ini sangattt luarr biasaa",5,0,,2025-03-27 11:51:08,,,
e76ff97c-129f-45c0-9341-bf5b090b0112,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantap,1,1,13.9.0,2025-03-27 11:49:44,,,13.9.0
1a3db779-6e92-40f3-8bc9-fa2b299218b0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,dikit dikit pro anjir,3,0,,2025-03-27 11:49:33,,,
8d41e49b-0ac6-4ec0-8054-5df4c016ae60,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus puas bgt,5,0,13.9.0,2025-03-27 11:44:40,,,13.9.0
4b73faac-8f33-409e-967b-2f56085b5cdd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasinya sangat bagus,5,0,,2025-03-27 11:40:37,,,
bbb1e305-44b6-4f84-8802-704fc50b6866,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bagus banget,5,0,13.9.0,2025-03-27 11:37:39,,,13.9.0
04ccf547-ebfc-434e-a8f6-2d5f6de2f003,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,tolong kenapa capcut ini gak bisa di install saya udah nunggu lama malah ada gangguan 🙏,3,0,,2025-03-27 11:35:08,,,
7e01b7b1-6b2f-47c2-b69d-442ed458b3ed,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Capcut burik,1,2,13.9.0,2025-03-27 11:35:00,,,13.9.0
1852a4fc-169f-4f30-b3ee-6fa69e949309,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasi nya selalu ngeleg pas di pake sama MB nya gede banget🙏🙏,3,0,12.6.0,2025-03-27 11:32:43,,,12.6.0
7fb17deb-c76e-4a9f-b247-ef1d79ef9274,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasi babi,1,2,8.5.1,2025-03-27 11:32:03,,,8.5.1
973aafa9-75c4-42d5-9ff9-d0f969c66dc8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,premium semua lama lama ni capcut,1,2,,2025-03-27 11:30:13,,,
1c53548f-8128-40fc-979f-10350b0af472,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,terlalu banyak iklan,1,2,13.9.0,2025-03-27 11:29:37,,,13.9.0
c7c38067-8587-40b4-9580-b54f5fad0804,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kurang aja,4,0,,2025-03-27 11:25:40,,,
5006dcbd-5098-445f-b104-102c234092b7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagusuntuk edit,5,0,,2025-03-27 11:13:39,,,
1443ad96-a9c6-4f57-94be-6fdf81e26974,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,karena capcut sangat seru aku sering main capcut ini sampai dari pagi sampai ke malam dan aku sering-sering main ini edit-edit video kirim ke YouTube apa Tik tok,5,1,13.9.0,2025-03-27 11:09:20,,,13.9.0
aa2eaad5-66b2-45ae-8ffe-42880d03642f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"menurutku ini terlalu banyak pro nya, jadi saya harap kedepanya banyak yg gratis",2,1,,2025-03-27 11:04:11,,,
d5c6fb59-0e16-4209-a49f-7b366504e589,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,keren...aplikasinya Mumtaz👍👍,5,0,13.9.0,2025-03-27 10:59:25,,,13.9.0
251ddf37-c9f2-41eb-b6ca-1a8bb661527c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ga sengaja ke hpus malah gabisa di instal lagi,2,0,,2025-03-27 10:57:58,,,
e9ae07da-0478-4ebd-8dc5-14f1b4c55ab3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bagus,3,0,3.8.1,2025-03-27 10:57:56,,,3.8.1
a15363ce-aa68-4289-bc94-06529ce46bd6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sukakkk bgtt😭😭👊🏻❗,5,0,,2025-03-27 10:57:29,,,
919ada5a-19a7-473c-bafb-30100488272f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,edit nya bagus,5,0,,2025-03-27 10:54:16,,,
230a193f-84f9-425f-8dce-e2da5865a15e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bgus,4,0,,2025-03-27 10:49:51,,,
3e63da11-9151-413b-8187-fd426e602af3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,baik,5,0,,2025-03-27 10:48:48,,,
e82108eb-3526-41e7-b67d-3db9f2557321,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,saya memberi bintang 3 karena saat saya memainkan capcut saya selalu suka geleng dan tiba2 takeluar dengan sendirinya,3,0,,2025-03-27 10:45:08,,,
29c5f76c-0cd9-4f1b-8bb4-039797a7b10c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,the best,5,0,13.8.0,2025-03-27 10:44:44,,,13.8.0
1b7156d9-2b7e-4960-966b-c568a2988711,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ini aplikasi tolol banget,1,2,,2025-03-27 10:43:49,,,
db7cbe35-f542-463d-8932-ad4d33e37e0a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,capcur kayak Mau haji 😭🫵🏻prem,4,0,13.9.0,2025-03-27 10:36:12,,,13.9.0
c13248e8-26c5-479a-bef9-45dccaa88fa8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,musik,5,0,,2025-03-27 10:34:51,,,
